Date,Store,Sales,DayOfWeek,Promo,StateHoliday,SchoolHoliday,Month,Year,WeekOfYear
2021-07-07,2,5510.91,3,0,0,1,7,2021,27
2021-07-08,2,7195.94,4,1,0,1,7,2021,27
2021-07-09,2,7133.48,5,1,0,1,7,2021,27
2021-07-10,2,7634.5,6,0,0,1,7,2021,27
2021-07-12,2,5754.39,1,0,0,1,7,2021,28
2021-07-13,2,5554.27,2,0,0,1,7,2021,28
2021-07-14,2,5715.97,3,0,0,1,7,2021,28
2021-07-15,2,5826.06,4,0,0,1,7,2021,28
2021-07-16,2,6264.07,5,0,0,1,7,2021,28
2021-07-17,2,7728.07,6,0,0,1,7,2021,28
2021-07-19,2,6240.68,1,0,0,1,7,2021,29
2021-07-20,2,5950.2,2,0,0,1,7,2021,29
2021-07-21,2,5899.62,3,0,0,1,7,2021,29
2021-07-22,2,5489.18,4,0,0,1,7,2021,29
2021-07-23,2,6622.63,5,0,0,1,7,2021,29
2021-07-24,2,7382.28,6,0,0,1,7,2021,29
2021-07-26,2,5542.59,1,0,0,1,7,2021,30
2021-07-27,2,5477.93,2,0,0,1,7,2021,30
2021-07-28,2,6783.54,3,1,0,1,7,2021,30
2021-07-29,2,6230.53,4,0,0,1,7,2021,30
2021-07-30,2,6413.12,5,0,0,1,7,2021,30
2021-07-31,2,7959.33,6,0,0,1,7,2021,30
2021-08-02,2,5876.51,1,0,0,1,8,2021,31
2021-08-03,2,6247.46,2,0,0,1,8,2021,31
2021-08-04,2,5389.98,3,0,0,1,8,2021,31
2021-08-05,2,5611.18,4,0,0,1,8,2021,31
2021-08-06,2,6585.6,5,0,0,1,8,2021,31
2021-08-07,2,9238.33,6,1,0,1,8,2021,31
2021-08-09,2,6485.14,1,0,0,1,8,2021,32
2021-08-10,2,5801.48,2,0,0,1,8,2021,32
2021-08-11,2,6042.13,3,0,0,1,8,2021,32
2021-08-12,2,5895.57,4,0,0,1,8,2021,32
2021-08-13,2,7241.78,5,0,0,1,8,2021,32
2021-08-14,2,9098.32,6,1,0,1,8,2021,32
2021-08-16,2,6471.87,1,1,0,1,8,2021,33
2021-08-17,2,7021.57,2,1,0,1,8,2021,33
2021-08-18,2,5648.25,3,0,0,1,8,2021,33
2021-08-19,2,6112.23,4,0,0,1,8,2021,33
2021-08-20,2,7551.25,5,1,0,1,8,2021,33
2021-08-21,2,8273.58,6,0,0,1,8,2021,33
2021-08-23,2,5740.3,1,0,0,1,8,2021,34
2021-08-24,2,7629.52,2,1,0,1,8,2021,34
2021-08-25,2,5501.78,3,0,0,1,8,2021,34
2021-08-26,2,6270.3,4,0,0,1,8,2021,34
2021-08-27,2,6665.04,5,0,0,1,8,2021,34
2021-08-28,2,10017.32,6,1,0,1,8,2021,34
2021-08-30,2,5720.73,1,0,0,1,8,2021,35
2021-08-31,2,5751.79,2,0,0,1,8,2021,35
2021-09-01,2,6722.74,3,1,0,0,9,2021,35
2021-09-02,2,6238.48,4,0,0,0,9,2021,35
2021-09-03,2,6787.88,5,0,0,0,9,2021,35
2021-09-04,2,8532.14,6,1,0,0,9,2021,35
2021-09-06,2,6914.4,1,1,0,0,9,2021,36
2021-09-07,2,7291.11,2,1,0,0,9,2021,36
2021-09-08,2,5994.08,3,0,0,0,9,2021,36
2021-09-09,2,6620.1,4,0,0,0,9,2021,36
2021-09-10,2,6535.76,5,0,0,0,9,2021,36
2021-09-11,2,7725.89,6,0,0,0,9,2021,36
2021-09-13,2,6679.14,1,1,0,0,9,2021,37
2021-09-14,2,5833.89,2,0,0,0,9,2021,37
2021-09-15,2,7312.0,3,1,0,0,9,2021,37
2021-09-16,2,6445.34,4,0,0,0,9,2021,37
2021-09-17,2,7566.74,5,0,0,0,9,2021,37
2021-09-18,2,7543.15,6,0,0,0,9,2021,37
2021-09-20,2,6265.49,1,1,0,0,9,2021,38
2021-09-21,2,6238.85,2,0,0,0,9,2021,38
2021-09-22,2,5551.11,3,0,0,0,9,2021,38
2021-09-23,2,7432.37,4,1,0,0,9,2021,38
2021-09-24,2,7243.82,5,0,0,0,9,2021,38
2021-09-25,2,9486.61,6,1,0,0,9,2021,38
2021-09-27,2,5818.62,1,0,0,0,9,2021,39
2021-09-28,2,6218.86,2,0,0,0,9,2021,39
2021-09-29,2,5746.12,3,0,0,0,9,2021,39
2021-09-30,2,5917.99,4,0,0,0,9,2021,39
2021-10-01,2,7973.0,5,0,0,0,10,2021,39
2021-10-02,2,10695.97,6,1,0,0,10,2021,39
2021-10-04,2,5585.46,1,0,0,0,10,2021,40
2021-10-05,2,6291.19,2,0,0,0,10,2021,40
2021-10-06,2,6033.75,3,0,0,0,10,2021,40
2021-10-07,2,6836.72,4,1,0,0,10,2021,40
2021-10-08,2,8704.3,5,1,0,0,10,2021,40
2021-10-09,2,7850.63,6,0,0,0,10,2021,40
2021-10-11,2,6462.76,1,0,0,0,10,2021,41
2021-10-12,2,6335.27,2,0,0,0,10,2021,41
2021-10-13,2,5390.63,3,0,0,0,10,2021,41
2021-10-14,2,8370.24,4,1,0,0,10,2021,41
2021-10-15,2,6860.79,5,0,0,0,10,2021,41
2021-10-16,2,7982.38,6,0,0,0,10,2021,41
2021-10-18,2,7797.12,1,1,0,0,10,2021,42
2021-10-19,2,6866.45,2,1,0,0,10,2021,42
2021-10-20,2,6581.25,3,0,0,0,10,2021,42
2021-10-21,2,7036.51,4,1,0,0,10,2021,42
2021-10-22,2,6741.88,5,0,0,0,10,2021,42
2021-10-23,2,10199.87,6,1,0,0,10,2021,42
2021-10-25,2,6090.53,1,0,0,0,10,2021,43
2021-10-26,2,6368.63,2,0,0,0,10,2021,43
2021-10-27,2,6629.42,3,1,0,0,10,2021,43
2021-10-28,2,6576.45,4,0,0,0,10,2021,43
2021-10-29,2,6151.19,5,0,0,0,10,2021,43
2021-10-30,2,7310.29,6,0,0,0,10,2021,43
2021-11-01,2,7086.59,1,1,0,0,11,2021,44
2021-11-02,2,6471.09,2,0,0,0,11,2021,44
2021-11-03,2,8823.97,3,1,0,0,11,2021,44
2021-11-04,2,7886.82,4,1,0,0,11,2021,44
2021-11-05,2,7776.27,5,0,0,0,11,2021,44
2021-11-06,2,9778.19,6,0,0,0,11,2021,44
2021-11-08,2,7009.5,1,0,0,0,11,2021,45
2021-11-09,2,7128.72,2,0,0,0,11,2021,45
2021-11-10,2,6628.24,3,0,0,0,11,2021,45
2021-11-11,2,7509.16,4,0,0,0,11,2021,45
2021-11-12,2,9110.31,5,1,0,0,11,2021,45
2021-11-13,2,9425.08,6,0,0,0,11,2021,45
2021-11-15,2,6491.63,1,0,0,0,11,2021,46
2021-11-16,2,7659.43,2,0,0,0,11,2021,46
2021-11-17,2,7428.94,3,0,0,0,11,2021,46
2021-11-18,2,7870.25,4,0,0,0,11,2021,46
2021-11-19,2,6976.86,5,0,0,0,11,2021,46
2021-11-20,2,9579.63,6,0,0,0,11,2021,46
2021-11-22,2,8466.77,1,1,0,0,11,2021,47
2021-11-23,2,7195.1,2,0,0,0,11,2021,47
2021-11-24,2,7523.11,3,1,0,0,11,2021,47
2021-11-25,2,6880.86,4,0,0,0,11,2021,47
2021-11-26,2,9591.9,5,1,0,0,11,2021,47
2021-11-27,2,7933.95,6,0,0,0,11,2021,47
2021-11-29,2,7225.58,1,1,0,0,11,2021,48
2021-11-30,2,7741.92,2,1,0,0,11,2021,48
2021-12-01,2,7289.54,3,0,0,0,12,2021,48
2021-12-02,2,8905.79,4,0,0,0,12,2021,48
2021-12-03,2,8331.36,5,0,0,0,12,2021,48
2021-12-04,2,9862.56,6,0,0,0,12,2021,48
2021-12-06,2,8542.83,1,1,0,0,12,2021,49
2021-12-07,2,7810.79,2,1,0,0,12,2021,49
2021-12-08,2,8106.67,3,0,0,0,12,2021,49
2021-12-09,2,8053.04,4,0,0,0,12,2021,49
2021-12-10,2,8847.15,5,0,0,0,12,2021,49
2021-12-11,2,8533.29,6,0,0,0,12,2021,49
2021-12-13,2,7847.92,1,0,0,0,12,2021,50
2021-12-14,2,10280.61,2,1,0,0,12,2021,50
2021-12-15,2,8296.95,3,1,0,0,12,2021,50
2021-12-16,2,8204.68,4,0,0,0,12,2021,50
2021-12-17,2,9031.53,5,0,0,0,12,2021,50
2021-12-18,2,12191.21,6,1,0,1,12,2021,50
2021-12-20,2,8576.23,1,0,0,1,12,2021,51
2021-12-21,2,8951.35,2,1,0,1,12,2021,51
2021-12-22,2,8838.91,3,0,0,1,12,2021,51
2021-12-23,2,9472.64,4,1,0,1,12,2021,51
2021-12-24,2,9460.74,5,0,0,1,12,2021,51
2021-12-25,2,5285.02,6,0,1,0,12,2021,51
2021-12-27,2,7580.57,1,0,0,1,12,2021,52
2021-12-28,2,9630.55,2,0,0,1,12,2021,52
2021-12-29,2,8260.8,3,0,0,1,12,2021,52
2021-12-30,2,10715.94,4,1,0,1,12,2021,52
2021-12-31,2,10785.19,5,0,0,1,12,2021,52
2022-01-01,2,2721.0,6,0,1,0,1,2022,52
2022-01-03,2,4429.69,1,0,0,0,1,2022,1
2022-01-04,2,4875.67,2,0,0,0,1,2022,1
2022-01-05,2,4936.23,3,0,0,0,1,2022,1
2022-01-06,2,6145.35,4,1,0,0,1,2022,1
2022-01-07,2,7315.31,5,1,0,0,1,2022,1
2022-01-08,2,7379.14,6,1,0,0,1,2022,1
2022-01-10,2,4768.21,1,0,0,0,1,2022,2
2022-01-11,2,5286.11,2,0,0,0,1,2022,2
2022-01-12,2,4360.95,3,0,0,0,1,2022,2
2022-01-13,2,5236.24,4,0,0,0,1,2022,2
2022-01-14,2,6083.5,5,0,0,0,1,2022,2
2022-01-15,2,6577.26,6,0,0,0,1,2022,2
2022-01-17,2,4668.66,1,0,0,0,1,2022,3
2022-01-18,2,6228.58,2,1,0,0,1,2022,3
2022-01-19,2,4338.97,3,0,0,0,1,2022,3
2022-01-20,2,5585.47,4,1,0,0,1,2022,3
2022-01-21,2,5766.04,5,0,0,0,1,2022,3
2022-01-22,2,7594.04,6,1,0,0,1,2022,3
2022-01-24,2,5166.26,1,1,0,0,1,2022,4
2022-01-25,2,5611.69,2,0,0,0,1,2022,4
2022-01-26,2,4360.69,3,0,0,0,1,2022,4
2022-01-27,2,4903.75,4,0,0,0,1,2022,4
2022-01-28,2,4677.63,5,0,0,0,1,2022,4
2022-01-29,2,6699.57,6,0,0,0,1,2022,4
2022-01-31,2,4636.34,1,0,0,0,1,2022,5
2022-02-01,2,4958.55,2,0,0,0,2,2022,5
2022-02-02,2,4825.19,3,0,0,0,2,2022,5
2022-02-03,2,4928.74,4,0,0,0,2,2022,5
2022-02-04,2,7342.85,5,1,0,0,2,2022,5
2022-02-05,2,6630.5,6,0,0,0,2,2022,5
2022-02-07,2,5889.95,1,1,0,0,2,2022,6
2022-02-08,2,6556.74,2,1,0,0,2,2022,6
2022-02-09,2,4977.67,3,0,0,0,2,2022,6
2022-02-10,2,5017.5,4,0,0,0,2,2022,6
2022-02-11,2,5663.24,5,0,0,0,2,2022,6
2022-02-12,2,6827.54,6,0,0,0,2,2022,6
2022-02-14,2,5424.72,1,1,0,0,2,2022,7
2022-02-15,2,5515.29,2,0,0,0,2,2022,7
2022-02-16,2,4925.5,3,0,0,0,2,2022,7
2022-02-17,2,7030.19,4,1,0,0,2,2022,7
2022-02-18,2,5887.43,5,0,0,0,2,2022,7
2022-02-19,2,6719.55,6,0,0,0,2,2022,7
2022-02-21,2,5348.89,1,0,0,0,2,2022,8
2022-02-22,2,5279.44,2,0,0,0,2,2022,8
2022-02-23,2,6455.82,3,1,0,0,2,2022,8
2022-02-24,2,5757.33,4,0,0,0,2,2022,8
2022-02-25,2,5830.68,5,0,0,0,2,2022,8
2022-02-26,2,6844.5,6,0,0,0,2,2022,8
2022-02-28,2,5259.56,1,0,0,0,2,2022,9
2022-03-01,2,6240.31,2,0,0,0,3,2022,9
2022-03-02,2,5442.15,3,0,0,0,3,2022,9
2022-03-03,2,6642.07,4,1,0,0,3,2022,9
2022-03-04,2,6552.6,5,0,0,0,3,2022,9
2022-03-05,2,8601.71,6,0,0,0,3,2022,9
2022-03-07,2,6211.79,1,0,0,0,3,2022,10
2022-03-08,2,5869.09,2,0,0,0,3,2022,10
2022-03-09,2,5667.13,3,0,0,0,3,2022,10
2022-03-10,2,5832.26,4,0,0,0,3,2022,10
2022-03-11,2,7137.57,5,1,0,0,3,2022,10
2022-03-12,2,7188.07,6,0,0,0,3,2022,10
2022-03-14,2,5710.81,1,0,0,0,3,2022,11
2022-03-15,2,5667.2,2,0,0,0,3,2022,11
2022-03-16,2,5144.54,3,0,0,0,3,2022,11
2022-03-17,2,5847.94,4,0,0,0,3,2022,11
2022-03-18,2,6195.19,5,1,0,0,3,2022,11
2022-03-19,2,6385.55,6,0,0,0,3,2022,11
2022-03-21,2,6005.16,1,0,0,0,3,2022,12
2022-03-22,2,5375.09,2,0,0,0,3,2022,12
2022-03-23,2,7066.06,3,1,0,0,3,2022,12
2022-03-24,2,5819.97,4,0,0,0,3,2022,12
2022-03-25,2,6336.58,5,0,0,0,3,2022,12
2022-03-26,2,7846.92,6,0,0,0,3,2022,12
2022-03-28,2,5419.57,1,0,0,0,3,2022,13
2022-03-29,2,5850.27,2,0,0,0,3,2022,13
2022-03-30,2,6114.66,3,0,0,0,3,2022,13
2022-03-31,2,5412.87,4,0,0,0,3,2022,13
2022-04-01,2,6158.76,5,0,0,0,4,2022,13
2022-04-02,2,7791.11,6,0,0,0,4,2022,13
2022-04-04,2,5881.14,1,0,0,0,4,2022,14
2022-04-05,2,6189.47,2,0,0,0,4,2022,14
2022-04-06,2,7012.44,3,1,0,0,4,2022,14
2022-04-07,2,6697.5,4,0,0,0,4,2022,14
2022-04-08,2,7500.55,5,1,0,0,4,2022,14
2022-04-09,2,9660.17,6,1,0,0,4,2022,14
2022-04-11,2,5637.12,1,0,0,0,4,2022,15
2022-04-12,2,6256.63,2,0,0,0,4,2022,15
2022-04-13,2,6108.52,3,0,0,0,4,2022,15
2022-04-14,2,6699.71,4,0,0,0,4,2022,15
2022-04-15,2,2406.64,5,0,1,0,4,2022,15
2022-04-16,2,11077.87,6,1,0,0,4,2022,15
2022-04-18,2,2639.45,1,1,1,0,4,2022,16
2022-04-19,2,5448.47,2,0,0,0,4,2022,16
2022-04-20,2,5698.72,3,0,0,0,4,2022,16
2022-04-21,2,6155.62,4,0,0,0,4,2022,16
2022-04-22,2,5846.59,5,0,0,0,4,2022,16
2022-04-23,2,8315.01,6,0,0,0,4,2022,16
2022-04-25,2,5979.5,1,1,0,0,4,2022,17
2022-04-26,2,6065.5,2,0,0,0,4,2022,17
2022-04-27,2,5733.06,3,0,0,0,4,2022,17
2022-04-28,2,6500.05,4,0,0,0,4,2022,17
2022-04-29,2,7107.96,5,0,0,0,4,2022,17
2022-04-30,2,9039.19,6,0,0,0,4,2022,17
2022-05-02,2,6221.27,1,0,0,0,5,2022,18
2022-05-03,2,6398.69,2,0,0,0,5,2022,18
2022-05-04,2,7257.08,3,1,0,0,5,2022,18
2022-05-05,2,6870.99,4,0,0,0,5,2022,18
2022-05-06,2,7411.22,5,0,0,0,5,2022,18
2022-05-07,2,8932.6,6,0,0,0,5,2022,18
2022-05-09,2,5577.87,1,0,0,0,5,2022,19
2022-05-10,2,7302.17,2,1,0,0,5,2022,19
2022-05-11,2,5672.63,3,0,0,0,5,2022,19
2022-05-12,2,6987.1,4,1,0,0,5,2022,19
2022-05-13,2,6981.26,5,0,0,0,5,2022,19
2022-05-14,2,7774.58,6,0,0,0,5,2022,19
2022-05-16,2,6377.15,1,0,0,0,5,2022,20
2022-05-17,2,6146.95,2,0,0,0,5,2022,20
2022-05-18,2,5957.75,3,0,0,0,5,2022,20
2022-05-19,2,6379.21,4,0,0,0,5,2022,20
2022-05-20,2,7543.53,5,1,0,0,5,2022,20
2022-05-21,2,8723.8,6,0,0,0,5,2022,20
2022-05-23,2,5096.24,1,0,0,0,5,2022,21
2022-05-24,2,6205.68,2,0,0,0,5,2022,21
2022-05-25,2,5881.6,3,0,0,0,5,2022,21
2022-05-26,2,6770.43,4,0,0,0,5,2022,21
2022-05-27,2,6322.27,5,0,0,0,5,2022,21
2022-05-28,2,9122.09,6,1,0,0,5,2022,21
2022-05-30,2,6389.06,1,0,0,0,5,2022,22
2022-05-31,2,5755.74,2,0,0,0,5,2022,22
2022-06-01,2,5713.09,3,0,0,0,6,2022,22
2022-06-02,2,5583.72,4,0,0,0,6,2022,22
2022-06-03,2,6756.78,5,0,0,0,6,2022,22
2022-06-04,2,8691.45,6,0,0,0,6,2022,22
2022-06-06,2,6676.88,1,0,0,0,6,2022,23
2022-06-07,2,6543.48,2,0,0,0,6,2022,23
2022-06-08,2,6317.74,3,1,0,0,6,2022,23
2022-06-09,2,6835.58,4,0,0,0,6,2022,23
2022-06-10,2,7202.22,5,1,0,0,6,2022,23
2022-06-11,2,6888.69,6,0,0,0,6,2022,23
2022-06-13,2,5752.18,1,0,0,0,6,2022,24
2022-06-14,2,6088.48,2,1,0,0,6,2022,24
2022-06-15,2,5860.81,3,0,0,0,6,2022,24
2022-06-16,2,6987.76,4,1,0,0,6,2022,24
2022-06-17,2,6103.11,5,0,0,0,6,2022,24
2022-06-18,2,7649.8,6,0,0,0,6,2022,24
2022-06-20,2,4817.29,1,0,0,0,6,2022,25
2022-06-21,2,5535.63,2,0,0,0,6,2022,25
2022-06-22,2,7110.31,3,1,0,0,6,2022,25
2022-06-23,2,7551.26,4,1,0,0,6,2022,25
2022-06-24,2,6218.56,5,0,0,0,6,2022,25
2022-06-25,2,6465.08,6,0,0,0,6,2022,25
2022-06-27,2,5307.28,1,0,0,0,6,2022,26
2022-06-28,2,6373.37,2,0,0,0,6,2022,26
2022-06-29,2,6897.05,3,0,0,0,6,2022,26
2022-06-30,2,7113.71,4,0,0,0,6,2022,26
2022-07-01,2,6559.52,5,0,0,1,7,2022,26
2022-07-02,2,8103.06,6,0,0,1,7,2022,26
2022-07-04,2,6776.98,1,1,0,1,7,2022,27
2022-07-05,2,6444.29,2,0,0,1,7,2022,27
2022-07-06,2,5198.9,3,0,0,1,7,2022,27
2022-07-07,2,6603.05,4,0,0,1,7,2022,27
2022-07-08,2,7476.76,5,1,0,1,7,2022,27
2022-07-09,2,10746.1,6,1,0,1,7,2022,27
2022-07-11,2,6671.04,1,1,0,1,7,2022,28
2022-07-12,2,5855.57,2,0,0,1,7,2022,28
2022-07-13,2,5869.98,3,0,0,1,7,2022,28
2022-07-14,2,6244.76,4,0,0,1,7,2022,28
2022-07-15,2,6814.67,5,0,0,1,7,2022,28
2022-07-16,2,8532.63,6,1,0,1,7,2022,28
2022-07-18,2,6390.85,1,1,0,1,7,2022,29
2022-07-19,2,4900.32,2,0,0,1,7,2022,29
2022-07-20,2,6638.2,3,1,0,1,7,2022,29
2022-07-21,2,6653.17,4,0,0,1,7,2022,29
2022-07-22,2,7403.53,5,0,0,1,7,2022,29
2022-07-23,2,7974.23,6,0,0,1,7,2022,29
2022-07-25,2,6144.61,1,0,0,1,7,2022,30
2022-07-26,2,6968.8,2,1,0,1,7,2022,30
2022-07-27,2,5830.33,3,0,0,1,7,2022,30
2022-07-28,2,7161.15,4,1,0,1,7,2022,30
2022-07-29,2,6104.82,5,0,0,1,7,2022,30
2022-07-30,2,7414.19,6,0,0,1,7,2022,30
2022-08-01,2,6704.17,1,1,0,1,8,2022,31
2022-08-02,2,6278.04,2,0,0,1,8,2022,31
2022-08-03,2,6797.74,3,0,0,1,8,2022,31
2022-08-04,2,6463.14,4,0,0,1,8,2022,31
2022-08-05,2,7922.01,5,1,0,1,8,2022,31
2022-08-06,2,9788.81,6,1,0,1,8,2022,31
2022-08-08,2,6952.77,1,1,0,1,8,2022,32
2022-08-09,2,6274.53,2,0,0,1,8,2022,32
2022-08-10,2,6461.4,3,0,0,1,8,2022,32
2022-08-11,2,5403.4,4,0,0,1,8,2022,32
2022-08-12,2,6952.22,5,0,0,1,8,2022,32
2022-08-13,2,7936.55,6,0,0,1,8,2022,32
2022-08-15,2,6648.43,1,0,0,1,8,2022,33
2022-08-16,2,6422.73,2,0,0,1,8,2022,33
2022-08-17,2,7807.76,3,1,0,1,8,2022,33
2022-08-18,2,7401.93,4,0,0,1,8,2022,33
2022-08-19,2,8561.25,5,1,0,1,8,2022,33
2022-08-20,2,7380.45,6,0,0,1,8,2022,33
2022-08-22,2,6989.59,1,1,0,1,8,2022,34
2022-08-23,2,8157.13,2,1,0,1,8,2022,34
2022-08-24,2,7278.57,3,1,0,1,8,2022,34
2022-08-25,2,6630.29,4,0,0,1,8,2022,34
2022-08-26,2,6688.14,5,0,0,1,8,2022,34
2022-08-27,2,9750.39,6,1,0,1,8,2022,34
2022-08-29,2,6057.05,1,0,0,1,8,2022,35
2022-08-30,2,6288.08,2,0,0,1,8,2022,35
2022-08-31,2,5835.58,3,0,0,1,8,2022,35
2022-09-01,2,7309.42,4,0,0,0,9,2022,35
2022-09-02,2,8438.17,5,1,0,0,9,2022,35
2022-09-03,2,9095.18,6,0,0,0,9,2022,35
2022-09-05,2,5402.9,1,0,0,0,9,2022,36
2022-09-06,2,6367.07,2,0,0,0,9,2022,36
2022-09-07,2,7280.52,3,1,0,0,9,2022,36
2022-09-08,2,6134.78,4,0,0,0,9,2022,36
2022-09-09,2,6891.69,5,0,0,0,9,2022,36
2022-09-10,2,6995.78,6,0,0,0,9,2022,36
2022-09-12,2,7250.11,1,1,0,0,9,2022,37
2022-09-13,2,6315.32,2,0,0,0,9,2022,37
2022-09-14,2,6451.31,3,0,0,0,9,2022,37
2022-09-15,2,6958.82,4,0,0,0,9,2022,37
2022-09-16,2,7585.92,5,1,0,0,9,2022,37
2022-09-17,2,8506.88,6,0,0,0,9,2022,37
2022-09-19,2,5976.46,1,0,0,0,9,2022,38
2022-09-20,2,7829.06,2,1,0,0,9,2022,38
2022-09-21,2,6347.06,3,0,0,0,9,2022,38
2022-09-22,2,8482.95,4,1,0,0,9,2022,38
2022-09-23,2,7012.92,5,0,0,0,9,2022,38
2022-09-24,2,9027.71,6,0,0,0,9,2022,38
2022-09-26,2,6356.87,1,0,0,0,9,2022,39
2022-09-27,2,7154.5,2,1,0,0,9,2022,39
2022-09-28,2,6079.3,3,0,0,0,9,2022,39
2022-09-29,2,7563.12,4,1,0,0,9,2022,39
2022-09-30,2,6973.65,5,0,0,0,9,2022,39
2022-10-01,2,8454.14,6,0,0,0,10,2022,39
2022-10-03,2,2408.6,1,0,1,0,10,2022,40
2022-10-04,2,6832.64,2,0,0,0,10,2022,40
2022-10-05,2,8109.02,3,1,0,0,10,2022,40
2022-10-06,2,6149.29,4,0,0,0,10,2022,40
2022-10-07,2,7154.47,5,0,0,0,10,2022,40
2022-10-08,2,7988.33,6,0,0,0,10,2022,40
2022-10-10,2,7303.09,1,1,0,0,10,2022,41
2022-10-11,2,6602.8,2,0,0,0,10,2022,41
2022-10-12,2,7257.16,3,1,0,0,10,2022,41
2022-10-13,2,7378.27,4,0,0,0,10,2022,41
2022-10-14,2,7687.16,5,1,0,0,10,2022,41
2022-10-15,2,9689.58,6,1,0,0,10,2022,41
2022-10-17,2,7624.08,1,1,0,0,10,2022,42
2022-10-18,2,6312.98,2,0,0,0,10,2022,42
2022-10-19,2,6606.21,3,0,0,0,10,2022,42
2022-10-20,2,7499.65,4,0,0,0,10,2022,42
2022-10-21,2,6639.87,5,0,0,0,10,2022,42
2022-10-22,2,8353.15,6,0,0,0,10,2022,42
2022-10-24,2,6524.99,1,0,0,0,10,2022,43
2022-10-25,2,6342.18,2,0,0,0,10,2022,43
2022-10-26,2,7069.72,3,1,0,0,10,2022,43
2022-10-27,2,8277.99,4,1,0,0,10,2022,43
2022-10-28,2,6779.02,5,0,0,0,10,2022,43
2022-10-29,2,9601.87,6,1,0,0,10,2022,43
2022-10-31,2,6447.48,1,0,0,0,10,2022,44
2022-11-01,2,7640.4,2,0,0,0,11,2022,44
2022-11-02,2,6945.39,3,0,0,0,11,2022,44
2022-11-03,2,9270.5,4,1,0,0,11,2022,44
2022-11-04,2,7779.61,5,0,0,0,11,2022,44
2022-11-05,2,10763.66,6,1,0,0,11,2022,44
2022-11-07,2,6957.44,1,0,0,0,11,2022,45
2022-11-08,2,8341.36,2,1,0,0,11,2022,45
2022-11-09,2,7682.38,3,1,0,0,11,2022,45
2022-11-10,2,7339.68,4,0,0,0,11,2022,45
2022-11-11,2,8810.83,5,1,0,0,11,2022,45
2022-11-12,2,8395.71,6,0,0,0,11,2022,45
2022-11-14,2,7085.81,1,0,0,0,11,2022,46
2022-11-15,2,7134.52,2,0,0,0,11,2022,46
2022-11-16,2,6585.31,3,0,0,0,11,2022,46
2022-11-17,2,7168.04,4,0,0,0,11,2022,46
2022-11-18,2,8689.89,5,1,0,0,11,2022,46
2022-11-19,2,9747.88,6,1,0,0,11,2022,46
2022-11-21,2,6259.28,1,0,0,0,11,2022,47
2022-11-22,2,7145.26,2,0,0,0,11,2022,47
2022-11-23,2,6485.59,3,0,0,0,11,2022,47
2022-11-24,2,7084.99,4,0,0,0,11,2022,47
2022-11-25,2,7187.02,5,0,0,0,11,2022,47
2022-11-26,2,10078.07,6,1,0,0,11,2022,47
2022-11-28,2,8048.38,1,1,0,0,11,2022,48
2022-11-29,2,7040.47,2,0,0,0,11,2022,48
2022-11-30,2,7177.75,3,0,0,0,11,2022,48
2022-12-01,2,9625.36,4,1,0,0,12,2022,48
2022-12-02,2,8318.75,5,0,0,0,12,2022,48
2022-12-03,2,10252.78,6,0,0,0,12,2022,48
2022-12-05,2,7125.63,1,0,0,0,12,2022,49
2022-12-06,2,7859.7,2,0,0,0,12,2022,49
2022-12-07,2,6886.89,3,0,0,0,12,2022,49
2022-12-08,2,9612.26,4,1,0,0,12,2022,49
2022-12-09,2,9501.64,5,0,0,0,12,2022,49
2022-12-10,2,9497.83,6,0,0,0,12,2022,49
2022-12-12,2,8247.51,1,1,0,0,12,2022,50
2022-12-13,2,8683.98,2,0,0,0,12,2022,50
2022-12-14,2,8477.4,3,0,0,0,12,2022,50
2022-12-15,2,9422.16,4,1,0,0,12,2022,50
2022-12-16,2,11126.25,5,1,0,0,12,2022,50
2022-12-17,2,9219.69,6,0,0,0,12,2022,50
2022-12-19,2,9534.75,1,0,0,1,12,2022,51
2022-12-20,2,8294.6,2,0,0,1,12,2022,51
2022-12-21,2,8846.27,3,0,0,1,12,2022,51
2022-12-22,2,8871.01,4,0,0,1,12,2022,51
2022-12-23,2,9968.92,5,0,0,1,12,2022,51
2022-12-24,2,12533.97,6,0,0,1,12,2022,51
2022-12-26,2,2894.38,1,0,1,0,12,2022,52
2022-12-27,2,10827.72,2,1,0,1,12,2022,52
2022-12-28,2,8097.75,3,0,0,1,12,2022,52
2022-12-29,2,10039.28,4,1,0,1,12,2022,52
2022-12-30,2,9991.74,5,0,0,1,12,2022,52
2022-12-31,2,13903.06,6,0,0,1,12,2022,52
2023-01-02,2,5065.5,1,0,0,0,1,2023,1
2023-01-03,2,5508.24,2,0,0,0,1,2023,1
2023-01-04,2,4795.61,3,0,0,0,1,2023,1
2023-01-05,2,6147.83,4,1,0,0,1,2023,1
2023-01-06,2,5642.53,5,0,0,0,1,2023,1
2023-01-07,2,7607.54,6,1,0,0,1,2023,1
2023-01-09,2,6422.81,1,1,0,0,1,2023,2
2023-01-10,2,5680.5,2,1,0,0,1,2023,2
2023-01-11,2,4744.59,3,0,0,0,1,2023,2
2023-01-12,2,5329.67,4,0,0,0,1,2023,2
2023-01-13,2,5665.71,5,0,0,0,1,2023,2
2023-01-14,2,6775.85,6,0,0,0,1,2023,2
2023-01-16,2,4613.62,1,0,0,0,1,2023,3
2023-01-17,2,5345.25,2,0,0,0,1,2023,3
